game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2578095,405.0,1.0,20.0,Rémi Garde,1003.0,1.0,2.0,Claudio Ranieri,Home,0
2578190,631.0,2.0,10.0,Guus Hiddink,379.0,2.0,4.0,Slaven Bilic,Home,0
2578197,11.0,4.0,3.0,Arsène Wenger,1010.0,0.0,14.0,Quique Sánchez Flores,Home,1
2578211,289.0,0.0,18.0,Sam Allardyce,1003.0,2.0,1.0,Claudio Ranieri,Home,0
2578234,989.0,1.0,14.0,Eddie Howe,631.0,4.0,9.0,Guus Hiddink,Home,0
2578253,148.0,1.0,2.0,Mauricio Pochettino,984.0,1.0,13.0,Tony Pulis,Home,0
2578258,512.0,0.0,9.0,Mark Hughes,148.0,4.0,2.0,Mauricio Pochettino,Home,0
2578261,405.0,0.0,20.0,Eric Black,762.0,0.0,18.0,Rafael Benítez,Home,0
2578262,631.0,2.0,9.0,Guus Hiddink,148.0,2.0,2.0,Mauricio Pochettino,Home,0
2578264,631.0,1.0,10.0,Guus Hiddink,1003.0,1.0,1.0,Claudio Ranieri,Home,0
2578267,29.0,3.0,11.0,David Unsworth,1123.0,0.0,19.0,Alex Neil,Home,1
2697998,985.0,2.0,2.0,José Mourinho,180.0,0.0,16.0,Claude Puel,Home,1
2698148,984.0,4.0,9.0,Tony Pulis,1132.0,0.0,12.0,Sean Dyche,Home,1
2698157,985.0,1.0,6.0,José Mourinho,11.0,1.0,4.0,Arsène Wenger,Home,0
2698159,11.0,3.0,4.0,Arsène Wenger,989.0,1.0,12.0,Eddie Howe,Home,1
2698200,631.0,1.0,1.0,Antonio Conte,984.0,0.0,8.0,Tony Pulis,Home,1
2698213,11.0,3.0,2.0,Arsène Wenger,512.0,1.0,11.0,Mark Hughes,Home,1
2698260,379.0,3.0,12.0,Slaven Bilic,873.0,0.0,17.0,Sam Allardyce,Home,1
2698268,2288.0,1.0,19.0,Bob Bradley,379.0,4.0,11.0,Slaven Bilic,Home,0
2698300,1132.0,0.0,15.0,Sean Dyche,148.0,2.0,2.0,Mauricio Pochettino,Home,0
2698302,29.0,4.0,7.0,Ronald Koeman,281.0,0.0,5.0,Pep Guardiola,Home,1
2698321,31.0,3.0,3.0,Jürgen Klopp,29.0,1.0,7.0,Ronald Koeman,Home,1
2698346,873.0,0.0,18.0,Sam Allardyce,148.0,1.0,2.0,Mauricio Pochettino,Home,0
2698367,989.0,2.0,11.0,Eddie Howe,512.0,2.0,13.0,Mark Hughes,Home,0
2698411,631.0,1.0,1.0,Antonio Conte,873.0,2.0,16.0,Sam Allardyce,Home,0
2872116,1237.0,0.0,18.0,Chris Hughton,281.0,2.0,4.0,Pep Guardiola,Home,0
2872117,631.0,2.0,14.0,Antonio Conte,1132.0,3.0,6.0,Sean Dyche,Home,0
2872127,1110.0,1.0,2.0,David Wagner,762.0,0.0,17.0,Rafael Benítez,Home,1
2872170,281.0,5.0,1.0,Pep Guardiola,873.0,0.0,20.0,Roy Hodgson,Home,1
2872211,31.0,3.0,6.0,Jürgen Klopp,1110.0,0.0,13.0,David Wagner,Home,1
2872241,180.0,4.0,10.0,Mauricio Pellegrino,29.0,1.0,16.0,David Unsworth,Home,1
2872314,984.0,0.0,19.0,Alan Pardew,29.0,0.0,9.0,Sam Allardyce,Home,0
2872320,985.0,0.0,3.0,José Mourinho,180.0,0.0,13.0,Mauricio Pellegrino,Home,0
2872332,512.0,0.0,18.0,Mark Hughes,762.0,1.0,13.0,Rafael Benítez,Home,0
2872333,2288.0,0.0,20.0,Carlos Carvalhal,148.0,2.0,5.0,Mauricio Pochettino,Home,0
2872334,379.0,2.0,15.0,David Moyes,984.0,1.0,19.0,Alan Pardew,Home,1
2872335,989.0,2.0,13.0,Eddie Howe,11.0,1.0,6.0,Arsène Wenger,Home,1
2872430,985.0,2.0,2.0,José Mourinho,2288.0,0.0,16.0,Carlos Carvalhal,Home,1
2872453,148.0,1.0,4.0,Mauricio Pochettino,281.0,3.0,1.0,Pep Guardiola,Home,0
2872458,631.0,1.0,5.0,Antonio Conte,1110.0,1.0,15.0,David Wagner,Home,0
2872467,1110.0,0.0,16.0,David Wagner,29.0,2.0,8.0,Sam Allardyce,Home,0
2872494,379.0,3.0,13.0,David Moyes,29.0,1.0,8.0,Sam Allardyce,Home,1
2331988,379.0,3.0,19.0,Sam Allardyce,984.0,3.0,15.0,Keith Downing,Home,0
2332012,148.0,2.0,3.0,André Villas-Boas,1123.0,0.0,15.0,Chris Hughton,Home,1
2332041,180.0,2.0,8.0,Mauricio Pochettino,405.0,3.0,10.0,Paul Lambert,Home,0
2332223,984.0,1.0,18.0,Pepe Mel,631.0,1.0,1.0,José Mourinho,Home,0
2332298,281.0,4.0,1.0,Manuel Pellegrini,180.0,1.0,8.0,Mauricio Pochettino,Home,1
2486533,2288.0,2.0,5.0,Garry Monk,762.0,2.0,18.0,Alan Pardew,Home,0
2486575,379.0,0.0,4.0,Sam Allardyce,405.0,0.0,16.0,Paul Lambert,Home,0
2486657,148.0,0.0,7.0,Mauricio Pochettino,985.0,0.0,3.0,Louis van Gaal,Home,0
2486770,1132.0,0.0,18.0,Sean Dyche,148.0,0.0,6.0,Mauricio Pochettino,Home,0
2578054,2288.0,0.0,15.0,Garry Monk,1003.0,3.0,1.0,Claudio Ranieri,Home,0
2578102,148.0,0.0,4.0,Mauricio Pochettino,1003.0,1.0,2.0,Claudio Ranieri,Home,0
2578107,1003.0,3.0,1.0,Claudio Ranieri,512.0,0.0,9.0,Mark Hughes,Home,1
2698142,631.0,4.0,4.0,Antonio Conte,985.0,0.0,7.0,José Mourinho,Home,1
2698144,512.0,0.0,13.0,Mark Hughes,989.0,1.0,10.0,Eddie Howe,Home,0
2698197,631.0,3.0,1.0,Antonio Conte,989.0,0.0,12.0,Eddie Howe,Home,1
2698317,985.0,1.0,6.0,José Mourinho,29.0,1.0,7.0,Ronald Koeman,Home,0
2698428,11.0,3.0,5.0,Arsène Wenger,29.0,1.0,7.0,Ronald Koeman,Home,1
2872331,180.0,1.0,17.0,Mauricio Pellegrino,873.0,2.0,14.0,Roy Hodgson,Home,0
2872352,512.0,2.0,17.0,Paul Lambert,1110.0,0.0,14.0,David Wagner,Home,1
2872366,11.0,5.0,6.0,Arsène Wenger,29.0,1.0,10.0,Sam Allardyce,Home,1
2872380,180.0,0.0,18.0,Mauricio Pellegrino,31.0,2.0,3.0,Jürgen Klopp,Home,0
2872397,873.0,2.0,18.0,Roy Hodgson,985.0,3.0,2.0,José Mourinho,Home,0
2225446,180.0,0.0,19.0,Nigel Adkins,1071.0,2.0,9.0,Roberto Martínez,Home,0
2225451,512.0,0.0,12.0,Tony Pulis,11.0,0.0,13.0,Arsène Wenger,Home,0
2225468,931.0,3.0,9.0,Martin Jol,984.0,0.0,6.0,Steve Clarke,Home,1
2225471,405.0,2.0,14.0,Paul Lambert,2288.0,0.0,5.0,Michael Laudrup,Home,1
2225473,379.0,3.0,7.0,Sam Allardyce,931.0,0.0,12.0,Martin Jol,Home,1
2225478,984.0,1.0,4.0,Steve Clarke,1032.0,0.0,20.0,Brian McDermott,Home,1
2225487,180.0,2.0,17.0,Nigel Adkins,931.0,2.0,9.0,Martin Jol,Home,0
2225502,289.0,1.0,11.0,Martin O'Neill,762.0,1.0,12.0,Alan Pardew,Home,0
2225524,631.0,1.0,3.0,Roberto Di Matteo,31.0,1.0,14.0,Brendan Rodgers,Home,0
2225540,379.0,0.0,9.0,Sam Allardyce,281.0,0.0,3.0,Roberto Mancini,Home,0
2225555,405.0,1.0,17.0,Paul Lambert,1032.0,0.0,19.0,Brian McDermott,Home,1
2225561,512.0,1.0,12.0,Tony Pulis,931.0,0.0,10.0,Martin Jol,Home,1
2225702,379.0,2.0,14.0,Sam Allardyce,148.0,3.0,3.0,André Villas-Boas,Home,0
2225736,931.0,0.0,11.0,Martin Jol,631.0,3.0,3.0,Rafael Benítez,Home,0
2225754,1032.0,0.0,20.0,Nigel Adkins,31.0,0.0,7.0,Brendan Rodgers,Home,0
2225764,1123.0,2.0,14.0,Chris Hughton,2288.0,2.0,9.0,Michael Laudrup,Home,0
2225784,11.0,1.0,4.0,Arsène Wenger,985.0,1.0,1.0,Sir Alex Ferguson,Home,0
2225787,281.0,2.0,2.0,Roberto Mancini,379.0,1.0,10.0,Sam Allardyce,Home,1
2230141,762.0,2.0,6.0,Alan Pardew,148.0,1.0,14.0,André Villas-Boas,Home,1
2250053,379.0,3.0,8.0,Sam Allardyce,631.0,1.0,3.0,Rafael Benítez,Home,1
2250149,984.0,0.0,9.0,Steve Clarke,148.0,1.0,4.0,André Villas-Boas,Home,0
2258943,984.0,2.0,7.0,Steve Clarke,1123.0,1.0,10.0,Chris Hughton,Home,1
2258957,405.0,0.0,18.0,Paul Lambert,1071.0,3.0,17.0,Roberto Martínez,Home,0
2258987,31.0,5.0,7.0,Brendan Rodgers,1123.0,0.0,13.0,Chris Hughton,Home,1
2258990,180.0,0.0,15.0,Mauricio Pochettino,29.0,0.0,5.0,David Moyes,Home,0
2258998,1032.0,2.0,17.0,Brian McDermott,631.0,2.0,3.0,Rafael Benítez,Home,0
2259003,29.0,2.0,5.0,David Moyes,984.0,1.0,9.0,Steve Clarke,Home,1
3050190,1110.0,0.0,19.0,David Wagner,603.0,0.0,15.0,Neil Warnock,Home,0
3050199,603.0,2.0,16.0,Neil Warnock,11.0,3.0,9.0,Unai Emery,Home,0
3050208,631.0,4.0,1.0,Maurizio Sarri,603.0,1.0,17.0,Neil Warnock,Home,1
3050215,1010.0,1.0,4.0,Javi Gracia,985.0,2.0,8.0,José Mourinho,Home,0
3050250,631.0,2.0,3.0,Maurizio Sarri,985.0,2.0,10.0,José Mourinho,Home,0
3050264,180.0,0.0,16.0,Mark Hughes,762.0,0.0,19.0,Rafael Benítez,Home,0
3050269,603.0,0.0,19.0,Neil Warnock,1003.0,1.0,10.0,Claude Puel,Home,0
3050292,985.0,0.0,7.0,José Mourinho,873.0,0.0,16.0,Roy Hodgson,Home,0
3050336,543.0,2.0,7.0,Nuno Espírito Santo,989.0,0.0,11.0,Eddie Howe,Home,1
3050353,985.0,4.0,6.0,Ole Gunnar Solskjær,989.0,1.0,12.0,Eddie Howe,Home,1
3050370,631.0,2.0,4.0,Maurizio Sarri,762.0,1.0,18.0,Rafael Benítez,Home,1
3050371,873.0,1.0,14.0,Roy Hodgson,1010.0,2.0,7.0,Javi Gracia,Home,0
3050408,873.0,1.0,13.0,Roy Hodgson,379.0,1.0,10.0,Manuel Pellegrini,Home,0
3050436,379.0,3.0,9.0,Manuel Pellegrini,931.0,1.0,19.0,Claudio Ranieri,Home,1
3050454,1010.0,2.0,8.0,Javi Gracia,1003.0,1.0,11.0,Brendan Rodgers,Home,1
3050532,543.0,0.0,7.0,Nuno Espírito Santo,1237.0,0.0,17.0,Chris Hughton,Home,0
3050553,603.0,2.0,18.0,Neil Warnock,873.0,3.0,12.0,Roy Hodgson,Home,0
3194823,148.0,3.0,6.0,Mauricio Pochettino,405.0,1.0,15.0,Dean Smith,Home,1
3219136,762.0,1.0,13.0,Steve Bruce,148.0,3.0,7.0,José Mourinho,Home,0
3219162,985.0,1.0,3.0,Ole Gunnar Solskjær,379.0,1.0,15.0,David Moyes,Home,0
3219186,631.0,2.0,4.0,Frank Lampard,148.0,1.0,6.0,José Mourinho,Home,1
3219187,543.0,0.0,8.0,Nuno Espírito Santo,1003.0,0.0,3.0,Brendan Rodgers,Home,0
3219201,762.0,2.0,12.0,Steve Bruce,379.0,2.0,16.0,David Moyes,Home,0
3219203,405.0,0.0,19.0,Dean Smith,350.0,0.0,7.0,Chris Wilder,Home,0
3219207,1123.0,0.0,20.0,Daniel Farke,1237.0,1.0,15.0,Graham Potter,Home,0
3219243,985.0,0.0,5.0,Ole Gunnar Solskjær,1132.0,2.0,13.0,Sean Dyche,Home,0
3219249,631.0,2.0,4.0,Frank Lampard,11.0,2.0,10.0,Mikel Arteta,Home,0
3219307,281.0,3.0,3.0,Pep Guardiola,1003.0,1.0,2.0,Brendan Rodgers,Home,1
3219321,989.0,0.0,15.0,Eddie Howe,31.0,3.0,1.0,Jürgen Klopp,Home,0
3219371,11.0,1.0,5.0,Unai Emery,543.0,1.0,12.0,Nuno Espírito Santo,Home,0
3219387,1237.0,3.0,14.0,Graham Potter,29.0,2.0,16.0,Marco Silva,Home,1
3219417,29.0,0.0,14.0,Marco Silva,350.0,2.0,10.0,Chris Wilder,Home,0
3219419,985.0,1.0,4.0,Ole Gunnar Solskjær,1003.0,0.0,5.0,Brendan Rodgers,Home,1
3219427,350.0,1.0,9.0,Chris Wilder,1003.0,2.0,4.0,Brendan Rodgers,Home,0
3219432,985.0,1.0,5.0,Ole Gunnar Solskjær,873.0,2.0,10.0,Roy Hodgson,Home,0
3219434,405.0,1.0,17.0,Dean Smith,989.0,2.0,7.0,Eddie Howe,Home,0
3421704,405.0,7.0,2.0,Dean Smith,31.0,2.0,5.0,Jürgen Klopp,Home,1
3421708,1003.0,0.0,3.0,Brendan Rodgers,379.0,3.0,11.0,David Moyes,Home,0
3421735,931.0,2.0,17.0,Scott Parker,984.0,0.0,18.0,Slaven Bilic,Home,1
3421769,281.0,5.0,5.0,Pep Guardiola,1132.0,0.0,19.0,Sean Dyche,Home,1
3421794,405.0,0.0,9.0,Dean Smith,1132.0,0.0,17.0,Sean Dyche,Home,0
3421796,399.0,5.0,13.0,Marcelo Bielsa,762.0,2.0,14.0,Steve Bruce,Home,1
3421799,379.0,1.0,10.0,David Moyes,873.0,1.0,12.0,Roy Hodgson,Home,0
3421817,1003.0,2.0,6.0,Brendan Rodgers,985.0,2.0,2.0,Ole Gunnar Solskjær,Home,0
3421818,31.0,1.0,1.0,Jürgen Klopp,984.0,1.0,19.0,Sam Allardyce,Home,0
3421828,985.0,1.0,2.0,Ole Gunnar Solskjær,543.0,0.0,12.0,Nuno Espírito Santo,Home,1
3421830,180.0,0.0,9.0,Ralph Hasenhüttl,379.0,0.0,10.0,David Moyes,Home,0
3421836,873.0,2.0,14.0,Roy Hodgson,350.0,0.0,20.0,Chris Wilder,Home,1
3429701,984.0,2.0,19.0,Sam Allardyce,931.0,2.0,18.0,Scott Parker,Home,0
3429713,405.0,1.0,9.0,Dean Smith,11.0,0.0,11.0,Mikel Arteta,Home,1
3429717,31.0,1.0,4.0,Jürgen Klopp,281.0,4.0,1.0,Pep Guardiola,Home,0
3429718,985.0,3.0,2.0,Ole Gunnar Solskjær,29.0,3.0,8.0,Carlo Ancelotti,Home,0
3429762,379.0,2.0,4.0,David Moyes,399.0,0.0,11.0,Marcelo Bielsa,Home,1
3429777,31.0,0.0,8.0,Jürgen Klopp,631.0,1.0,4.0,Thomas Tuchel,Home,0
3429811,180.0,3.0,13.0,Ralph Hasenhüttl,873.0,1.0,14.0,Roy Hodgson,Home,1
3429821,379.0,0.0,5.0,David Moyes,631.0,1.0,4.0,Thomas Tuchel,Home,0
3429825,631.0,2.0,4.0,Thomas Tuchel,931.0,0.0,18.0,Scott Parker,Home,1
3429830,180.0,1.0,13.0,Ralph Hasenhüttl,1003.0,1.0,3.0,Brendan Rodgers,Home,0
3429834,405.0,1.0,11.0,Dean Smith,985.0,3.0,2.0,Ole Gunnar Solskjær,Home,0
3429848,631.0,0.0,4.0,Thomas Tuchel,11.0,1.0,9.0,Mikel Arteta,Home,0
3429855,631.0,2.0,3.0,Thomas Tuchel,1003.0,1.0,5.0,Brendan Rodgers,Home,1
3429867,1003.0,2.0,5.0,Brendan Rodgers,148.0,4.0,7.0,Ryan Mason,Home,0
3591962,1237.0,2.0,4.0,Graham Potter,1003.0,1.0,12.0,Brendan Rodgers,Home,1
3591964,31.0,3.0,2.0,Jürgen Klopp,873.0,0.0,14.0,Patrick Vieira,Home,1
3591969,379.0,1.0,8.0,David Moyes,985.0,2.0,3.0,Ole Gunnar Solskjær,Home,0
3592008,148.0,2.0,8.0,Nuno Espírito Santo,405.0,1.0,10.0,Dean Smith,Home,1
3592019,180.0,1.0,15.0,Ralph Hasenhüttl,399.0,0.0,17.0,Marcelo Bielsa,Home,1
3592035,281.0,3.0,2.0,Pep Guardiola,29.0,0.0,11.0,Rafael Benítez,Home,1
3592041,11.0,3.0,10.0,Mikel Arteta,405.0,1.0,13.0,Dean Smith,Home,1
3592127,1003.0,1.0,9.0,Brendan Rodgers,1237.0,1.0,11.0,Björn Hamberg,Home,0
3592144,31.0,1.0,2.0,Jürgen Klopp,379.0,0.0,7.0,David Moyes,Home,1
3592149,1010.0,2.0,19.0,Roy Hodgson,11.0,3.0,5.0,Mikel Arteta,Home,0
3592150,543.0,0.0,8.0,Bruno Lage,873.0,2.0,12.0,Patrick Vieira,Home,0
3592160,11.0,2.0,4.0,Mikel Arteta,399.0,1.0,18.0,Jesse Marsch,Home,1
3592198,1003.0,2.0,9.0,Brendan Rodgers,379.0,2.0,7.0,David Moyes,Home,0
3592250,281.0,3.0,1.0,Pep Guardiola,405.0,2.0,14.0,Steven Gerrard,Home,1
3592253,148.0,3.0,5.0,Antonio Conte,873.0,0.0,9.0,Patrick Vieira,Home,1
3592298,985.0,3.0,5.0,Ralf Rangnick,1132.0,1.0,16.0,Sean Dyche,Home,1
3592309,180.0,1.0,13.0,Ralph Hasenhüttl,762.0,2.0,19.0,Eddie Howe,Home,0
3837815,931.0,2.0,9.0,Marco Silva,31.0,2.0,10.0,Jürgen Klopp,Home,0
3837821,29.0,0.0,15.0,Frank Lampard,631.0,1.0,8.0,Thomas Tuchel,Home,0
3837840,985.0,2.0,14.0,Erik ten Hag,31.0,1.0,16.0,Jürgen Klopp,Home,1
3837847,1237.0,1.0,4.0,Graham Potter,399.0,0.0,5.0,Jesse Marsch,Home,1
3837853,543.0,1.0,19.0,Bruno Lage,762.0,1.0,7.0,Eddie Howe,Home,0
3837855,11.0,2.0,1.0,Mikel Arteta,405.0,1.0,19.0,Steven Gerrard,Home,1
3837975,631.0,2.0,6.0,Thomas Tuchel,379.0,1.0,18.0,David Moyes,Home,1
3838007,543.0,0.0,17.0,Bruno Lage,281.0,3.0,2.0,Pep Guardiola,Home,0
3838014,31.0,3.0,5.0,Jürgen Klopp,1237.0,3.0,3.0,Roberto De Zerbi,Home,0
3838024,281.0,4.0,2.0,Pep Guardiola,180.0,0.0,17.0,Ralph Hasenhüttl,Home,1
3838197,543.0,0.0,19.0,Steve Davis,1003.0,4.0,18.0,Brendan Rodgers,Home,0
3838204,989.0,2.0,16.0,Gary O'Neil,148.0,3.0,4.0,Antonio Conte,Home,0
3838213,762.0,4.0,3.0,Eddie Howe,405.0,0.0,13.0,Aaron Danks,Home,1
3838233,148.0,1.0,5.0,Antonio Conte,31.0,2.0,7.0,Jürgen Klopp,Home,0
3838260,985.0,3.0,4.0,Erik ten Hag,703.0,0.0,19.0,Steve Cooper,Home,1
3838616,631.0,2.0,11.0,Frank Lampard,703.0,2.0,16.0,Steve Cooper,Home,0
3838627,281.0,2.0,1.0,Pep Guardiola,399.0,1.0,19.0,Sam Allardyce,Home,1
3838631,148.0,1.0,6.0,Ryan Mason,873.0,0.0,12.0,Roy Hodgson,Home,1
3838642,1003.0,2.0,16.0,Dean Smith,29.0,2.0,19.0,Sean Dyche,Home,0
3838652,29.0,1.0,19.0,Sean Dyche,762.0,4.0,3.0,Eddie Howe,Home,0
3838658,405.0,1.0,7.0,Unai Emery,931.0,0.0,10.0,Marco Silva,Home,1
3838682,399.0,1.0,16.0,Javi Gracia,31.0,6.0,7.0,Jürgen Klopp,Home,0
3838704,281.0,4.0,2.0,Pep Guardiola,31.0,1.0,7.0,Jürgen Klopp,Home,1
3838735,31.0,7.0,7.0,Jürgen Klopp,985.0,0.0,3.0,Erik ten Hag,Home,1
3838744,931.0,1.0,8.0,Marco Silva,543.0,1.0,16.0,Julen Lopetegui,Home,0
3838752,1148.0,1.0,8.0,Thomas Frank,873.0,1.0,12.0,Patrick Vieira,Home,0
3838762,180.0,1.0,20.0,Nathan Jones,543.0,2.0,15.0,Julen Lopetegui,Home,0
3838787,1003.0,2.0,15.0,Brendan Rodgers,1237.0,2.0,5.0,Roberto De Zerbi,Home,0
3838797,703.0,2.0,14.0,Steve Cooper,1003.0,0.0,15.0,Brendan Rodgers,Home,1
4087929,350.0,0.0,14.0,Paul Heckingbottom,873.0,1.0,5.0,Roy Hodgson,Home,0
4087952,762.0,1.0,13.0,Eddie Howe,31.0,2.0,4.0,Jürgen Klopp,Home,0
4087956,1237.0,3.0,6.0,Roberto De Zerbi,762.0,1.0,13.0,Eddie Howe,Home,1
4087962,281.0,5.0,1.0,Pep Guardiola,931.0,1.0,12.0,Marco Silva,Home,1
4087965,405.0,3.0,7.0,Unai Emery,873.0,1.0,8.0,Roy Hodgson,Home,1
4087967,985.0,1.0,12.0,Erik ten Hag,1237.0,3.0,5.0,Roberto De Zerbi,Home,0
4095137,405.0,6.0,5.0,Unai Emery,1237.0,1.0,6.0,Roberto De Zerbi,Home,1
4095228,873.0,1.0,15.0,Roy Hodgson,31.0,2.0,1.0,Jürgen Klopp,Home,0
4095283,985.0,2.0,8.0,Erik ten Hag,148.0,2.0,5.0,Ange Postecoglou,Home,0
4095327,703.0,2.0,17.0,Nuno Espírito Santo,379.0,0.0,9.0,David Moyes,Home,1
4095337,985.0,1.0,6.0,Erik ten Hag,931.0,2.0,12.0,Marco Silva,Home,0
4095339,543.0,1.0,10.0,Gary O'Neil,350.0,0.0,20.0,Chris Wilder,Home,1
4095341,1132.0,0.0,19.0,Vincent Kompany,989.0,2.0,13.0,Andoni Iraola,Home,0
4095356,31.0,1.0,2.0,Jürgen Klopp,281.0,1.0,3.0,Pep Guardiola,Home,0
4095373,631.0,2.0,9.0,Mauricio Pochettino,1132.0,2.0,19.0,Vincent Kompany,Home,0
4095398,148.0,3.0,4.0,Ange Postecoglou,703.0,1.0,17.0,Nuno Espírito Santo,Home,1
4095412,873.0,5.0,14.0,Oliver Glasner,379.0,2.0,9.0,David Moyes,Home,1
4095428,379.0,2.0,9.0,David Moyes,31.0,2.0,3.0,Jürgen Klopp,Home,0
4095433,1132.0,1.0,19.0,Vincent Kompany,762.0,4.0,8.0,Eddie Howe,Home,0
4095447,703.0,2.0,17.0,Nuno Espírito Santo,631.0,3.0,6.0,Mauricio Pochettino,Home,0
3050170,1110.0,0.0,19.0,David Wagner,631.0,3.0,2.0,Maurizio Sarri,Home,0
3050180,631.0,3.0,3.0,Maurizio Sarri,11.0,2.0,17.0,Unai Emery,Home,1
3050237,1237.0,1.0,13.0,Chris Hughton,379.0,0.0,15.0,Manuel Pellegrini,Home,1
3050259,873.0,2.0,14.0,Roy Hodgson,11.0,2.0,4.0,Unai Emery,Home,0
3050453,148.0,1.0,3.0,Mauricio Pochettino,11.0,1.0,6.0,Unai Emery,Home,0
3194820,1010.0,0.0,17.0,Javi Gracia,1237.0,3.0,5.0,Graham Potter,Home,0
3194825,985.0,4.0,2.0,Ole Gunnar Solskjær,631.0,0.0,19.0,Frank Lampard,Home,1
