season,player_id,total_goals,total_assists,total_yellow_cards,total_red_cards,total_loss,total__win,total_draw,avg_minutes_played,number_played
23/24,403151,0,0,2,0,7,11,5,90.0,23
23/24,404842,0,0,4,0,17,7,10,78.08823529411765,34
23/24,406008,0,0,0,0,1,0,0,45.0,1
23/24,406635,11,5,1,0,4,23,5,57.5625,32
23/24,406638,1,0,7,0,10,10,3,65.04347826086956,23
23/24,410425,0,0,6,0,9,11,3,43.65217391304348,23
23/24,410708,2,1,5,0,15,6,8,75.96551724137932,29
23/24,413032,0,0,4,0,11,4,3,45.333333333333336,18
23/24,413039,9,8,5,0,9,15,14,77.05263157894737,38
23/24,413220,0,1,0,0,8,4,2,89.57142857142857,14
23/24,413403,0,0,6,0,13,18,7,87.44736842105263,38
23/24,415970,1,0,6,0,13,8,9,73.86666666666666,30
23/24,417346,5,7,2,0,19,7,10,75.75,36
23/24,418560,36,8,5,0,4,26,5,79.34285714285714,35
23/24,419025,0,0,0,0,1,0,0,1.0,1
23/24,420002,2,0,3,0,11,7,11,26.0,29
23/24,421637,0,2,0,0,5,10,6,40.142857142857146,21
23/24,423744,0,1,1,0,5,8,1,36.214285714285715,14
23/24,424015,0,0,3,0,9,2,8,67.21052631578948,19
23/24,425334,0,1,4,0,10,11,5,70.03846153846153,26
23/24,425902,0,2,5,0,11,6,9,70.73076923076923,26
23/24,425918,1,0,0,0,2,4,1,61.0,7
23/24,427568,0,0,1,0,6,26,6,90.0,38
23/24,429014,5,8,6,0,17,8,12,85.37837837837837,37
23/24,431755,2,7,2,0,10,14,6,69.3,30
23/24,433177,14,11,6,0,6,26,6,84.05263157894737,38
23/24,433188,3,1,2,0,3,10,5,57.72222222222222,18
23/24,434675,7,3,0,0,4,11,6,69.76190476190476,21
23/24,435338,3,0,5,0,6,26,6,89.76315789473684,38
23/24,439072,2,0,1,0,7,5,0,37.916666666666664,12
23/24,442248,3,0,0,0,7,13,10,90.0,30
23/24,442531,0,0,1,0,5,3,2,85.5,10
23/24,444523,4,3,5,0,13,8,7,77.57142857142857,28
23/24,447661,6,6,6,1,13,17,7,79.24324324324324,37
23/24,448854,2,2,3,0,14,0,5,37.68421052631579,19
23/24,462250,4,0,1,1,8,3,5,58.875,16
23/24,463603,1,0,2,0,2,4,5,82.18181818181819,11
23/24,465606,0,0,0,0,0,0,1,7.0,1
23/24,467563,0,2,4,0,15,4,5,78.54166666666667,24
23/24,468002,0,0,0,0,8,6,3,50.64705882352941,17
23/24,468198,2,0,2,0,15,3,3,58.523809523809526,21
23/24,469050,0,0,2,1,13,7,6,69.6923076923077,26
23/24,469781,2,0,7,0,19,8,4,80.48387096774194,31
23/24,470607,8,3,6,0,18,9,11,77.39473684210526,38
23/24,472423,1,1,4,0,5,6,5,77.75,16
23/24,473050,0,1,2,0,5,9,4,40.5,18
23/24,474701,4,2,4,0,16,6,6,50.535714285714285,28
23/24,475188,2,2,5,0,18,9,4,74.70967741935483,31
23/24,475411,1,0,4,0,9,4,4,80.41176470588235,17
23/24,476344,2,1,2,1,9,14,3,66.76923076923077,26
23/24,476352,0,1,7,0,13,8,7,79.28571428571429,28
23/24,477758,0,0,2,0,3,13,3,75.57894736842105,19
23/24,479999,10,4,3,0,15,11,12,69.60526315789474,38
23/24,480116,0,2,3,0,13,8,2,88.73913043478261,23
23/24,480692,4,2,2,0,2,9,6,58.64705882352941,17
23/24,480762,1,0,6,0,7,15,5,78.4074074074074,27
23/24,480987,0,0,7,0,14,7,5,84.53846153846153,26
23/24,483348,0,0,0,0,2,2,0,1.25,4
23/24,485424,0,2,1,0,12,3,1,44.0625,16
23/24,485706,1,2,9,0,15,8,10,75.63636363636364,33
23/24,487465,0,1,1,0,9,5,4,53.888888888888886,18
23/24,488362,3,1,11,0,14,11,10,46.17142857142857,35
23/24,488656,0,0,0,0,5,0,1,17.333333333333332,6
23/24,490307,0,1,0,0,1,4,1,35.166666666666664,6
23/24,495666,2,1,4,0,3,21,3,89.48148148148148,27
23/24,503680,1,0,7,0,16,7,8,60.516129032258064,31
23/24,503733,4,0,7,0,12,10,10,49.3125,32
23/24,503749,6,7,5,0,12,17,6,75.6,35
23/24,503975,0,0,1,0,3,2,1,28.833333333333332,6
23/24,503980,0,2,1,0,9,3,3,13.466666666666667,15
23/24,503981,0,0,0,0,1,0,1,13.0,2
23/24,503987,1,0,0,0,6,2,4,53.833333333333336,12
23/24,503988,0,0,0,0,1,0,0,7.0,1
23/24,504148,0,0,1,0,6,9,5,22.05,20
23/24,504849,7,6,0,0,10,16,7,70.24242424242425,33
23/24,505194,0,0,3,0,10,4,3,63.0,17
23/24,505219,0,1,3,0,8,3,5,49.75,16
23/24,506189,0,0,2,0,10,7,4,36.04761904761905,21
23/24,511550,1,0,0,0,7,2,2,19.90909090909091,11
23/24,512354,0,0,0,0,3,0,0,10.333333333333334,3
23/24,512385,5,0,3,0,10,2,7,46.10526315789474,19
23/24,517894,2,0,1,0,5,8,4,57.1764705882353,17
23/24,520624,4,5,7,0,3,19,10,85.4375,32
23/24,525247,0,0,3,0,19,11,7,89.4054054054054,37
23/24,525287,5,2,3,0,14,11,3,39.32142857142857,28
23/24,528888,0,0,0,0,0,0,1,1.0,1
23/24,531957,0,0,0,0,1,0,0,70.0,1
23/24,532178,1,2,1,0,11,3,4,22.833333333333332,18
23/24,533657,0,0,0,0,1,0,0,22.0,1
23/24,533662,0,0,0,0,3,2,1,7.333333333333333,6
23/24,533916,0,1,3,0,8,8,7,26.217391304347824,23
23/24,534033,10,2,8,0,11,16,8,82.45714285714286,35
23/24,536507,0,0,0,0,1,0,1,8.0,2
23/24,537382,0,1,1,0,2,2,0,37.0,4
23/24,537598,1,2,0,0,4,14,4,22.772727272727273,22
23/24,537860,0,2,1,0,9,2,4,43.666666666666664,15
23/24,538971,0,0,1,0,5,0,3,10.75,8
23/24,538977,0,1,0,0,8,1,2,24.0,11
23/24,540941,0,0,4,0,7,10,9,37.65384615384615,26
23/24,542586,0,0,3,0,18,7,9,90.0,34
23/24,543387,0,3,10,0,12,10,12,81.94117647058823,34
23/24,546543,9,3,1,1,6,16,7,58.55172413793103,29
23/24,553875,3,3,0,0,7,5,3,75.73333333333333,15
23/24,557612,1,2,1,0,14,4,4,24.636363636363637,22
23/24,559263,2,0,0,0,3,6,4,26.23076923076923,13
23/24,560694,1,0,2,0,7,3,3,44.61538461538461,13
23/24,563963,0,1,5,0,14,4,4,89.68181818181819,22
23/24,564529,0,1,2,0,7,3,2,74.5,12
23/24,565822,1,2,2,0,9,15,8,50.34375,32
23/24,566723,2,11,2,0,14,11,12,74.48648648648648,37
23/24,567576,0,1,0,0,4,11,7,18.09090909090909,22
23/24,567597,0,0,0,0,2,0,0,11.5,2
23/24,568005,0,1,1,0,2,7,0,18.77777777777778,9
23/24,568177,0,1,1,0,1,12,1,25.571428571428573,14
23/24,568693,0,1,1,0,5,5,1,19.363636363636363,11
23/24,571743,1,1,0,0,4,5,3,23.916666666666668,12
23/24,576024,9,1,0,0,4,24,3,46.903225806451616,31
23/24,576314,0,0,2,0,2,3,3,36.5,8
23/24,578391,1,0,4,0,12,6,3,50.95238095238095,21
23/24,578539,0,0,0,0,4,1,4,49.22222222222222,9
23/24,581598,0,0,0,0,0,1,0,4.0,1
23/24,583189,0,1,0,0,4,11,1,26.3125,16
23/24,583255,1,0,0,0,5,5,1,22.818181818181817,11
23/24,583990,0,0,0,0,1,0,0,8.0,1
23/24,584769,7,3,5,0,17,8,11,69.41666666666667,36
23/24,585550,0,0,0,0,20,6,6,90.0,32
23/24,591949,0,1,7,0,8,10,8,74.26923076923077,26
23/24,601883,1,1,2,0,16,11,7,72.88235294117646,34
23/24,602105,4,2,5,0,6,14,5,72.72,25
23/24,606718,1,0,6,0,7,7,3,57.705882352941174,17
23/24,612749,0,0,1,0,1,0,0,32.0,1
23/24,614258,0,2,1,0,6,9,2,71.76470588235294,17
23/24,614603,0,0,0,0,5,0,0,13.6,5
23/24,627626,2,4,6,0,14,4,6,56.291666666666664,24
23/24,628451,1,0,9,0,19,5,5,76.93103448275862,29
23/24,633530,0,1,1,0,9,4,6,76.63157894736842,19
23/24,633659,0,0,0,0,0,1,0,13.0,1
23/24,644401,0,1,0,0,1,3,6,31.6,10
23/24,646738,0,0,0,0,4,1,0,30.4,5
23/24,648046,6,2,1,0,6,9,4,50.0,19
23/24,648195,0,2,3,0,9,3,6,86.16666666666667,18
23/24,649020,0,1,2,0,7,1,2,40.7,10
23/24,649317,0,0,1,0,5,5,2,10.5,12
23/24,655488,15,5,3,0,5,25,6,77.91666666666667,36
23/24,659089,0,0,0,0,4,1,0,59.4,5
23/24,659459,0,0,0,0,4,4,6,24.642857142857142,14
23/24,660867,4,2,1,0,7,11,2,40.0,20
23/24,663264,0,0,0,0,1,0,0,7.0,1
23/24,667287,0,0,0,0,1,2,0,21.666666666666668,3
23/24,668268,0,0,0,0,0,1,0,1.0,1
23/24,668547,0,0,0,0,0,1,0,18.0,1
23/24,669366,0,0,0,0,2,0,0,11.5,2
23/24,670840,0,0,0,0,2,0,0,90.0,2
23/24,670848,0,0,0,0,2,1,0,12.0,3
23/24,670858,0,0,1,0,5,1,3,73.11111111111111,9
23/24,676318,0,0,0,0,1,1,2,15.0,4
23/24,680806,0,0,0,0,14,1,2,32.88235294117647,17
23/24,684210,3,1,2,0,17,8,5,41.56666666666667,30
23/24,687626,1,1,10,0,11,18,8,84.89189189189189,37
23/24,696346,0,0,0,0,1,1,1,28.666666666666668,3
23/24,698678,0,1,1,0,11,6,4,62.61904761904762,21
23/24,701057,0,0,1,0,2,10,2,64.5,14
23/24,703626,0,0,0,0,1,0,0,5.0,1
23/24,712099,0,0,0,0,1,0,0,22.0,1
23/24,712117,0,0,0,0,0,1,0,7.0,1
23/24,719673,0,0,0,0,1,1,0,12.0,2
23/24,724537,0,0,0,0,0,1,0,12.0,1
23/24,730893,0,2,5,1,14,10,12,80.44444444444444,36
23/24,735570,1,0,5,0,6,4,1,59.18181818181818,11
23/24,741238,0,0,0,0,1,0,0,22.0,1
23/24,746695,2,1,1,0,12,2,4,53.72222222222222,18
23/24,747951,0,0,0,0,1,0,0,27.0,1
23/24,748319,4,2,3,0,11,3,4,57.44444444444444,18
23/24,787232,0,0,0,0,2,0,1,22.666666666666668,3
23/24,808509,3,2,1,0,5,4,4,75.46153846153847,13
23/24,811779,3,2,3,0,4,12,3,29.526315789473685,19
23/24,817612,0,0,0,0,1,2,0,3.3333333333333335,3
23/24,820374,0,0,0,0,0,1,0,10.0,1
23/24,823231,1,3,1,0,10,7,2,65.52631578947368,19
23/24,834742,0,0,0,0,2,0,1,8.0,3
23/24,864480,0,0,0,0,1,0,0,6.0,1
23/24,864496,0,0,0,0,1,0,1,12.0,2
23/24,864799,1,0,2,0,2,7,2,48.09090909090909,11
23/24,865993,0,0,0,0,0,0,1,1.0,1
23/24,867688,0,0,0,0,1,0,0,1.0,1
23/24,890719,0,0,0,0,0,1,0,1.0,1
23/24,907215,0,0,0,0,0,1,0,1.0,1
23/24,922769,0,0,0,0,0,0,1,14.0,1
23/24,933900,0,0,0,0,0,0,1,3.0,1
23/24,983989,1,1,2,0,5,6,2,43.23076923076923,13
24/25,3333,0,2,3,0,5,6,4,51.86666666666667,15
24/25,14086,0,0,7,0,12,11,8,73.87096774193549,31
24/25,16306,1,2,7,0,9,12,4,79.4,25
24/25,29241,3,1,4,0,10,15,6,81.54838709677419,31
24/25,29692,0,0,0,0,5,3,2,72.1,10
24/25,40613,0,0,0,0,3,0,1,6.25,4
24/25,42412,0,1,2,0,9,12,2,60.69565217391305,23
24/25,42460,0,1,2,0,0,4,1,19.6,5
24/25,43530,0,1,2,0,8,7,10,33.84,25
24/25,48002,0,0,1,0,3,6,2,57.63636363636363,11
24/25,51152,0,0,0,0,0,1,0,32.0,1
24/25,51471,1,0,4,0,3,23,4,51.6,30
24/25,52059,1,0,4,0,8,1,5,77.64285714285714,14
24/25,52495,0,0,1,0,7,0,1,39.75,8
24/25,52769,4,2,1,0,13,11,7,66.3225806451613,31
24/25,53360,2,1,0,0,14,3,4,38.714285714285715,21
24/25,54383,0,0,1,0,4,0,0,22.25,4
24/25,60444,0,0,0,0,1,0,0,5.0,1
24/25,61592,0,0,0,0,1,3,0,2.0,4
24/25,61697,0,0,2,0,23,3,4,88.26666666666667,30
24/25,61841,0,2,6,0,9,13,6,77.03571428571429,28
24/25,61842,1,3,1,0,16,5,6,44.77777777777778,27
24/25,66934,0,0,2,0,4,4,4,17.333333333333332,12
24/25,67063,5,1,4,0,12,9,8,58.724137931034484,29
24/25,68390,0,0,0,0,5,3,4,55.166666666666664,12
24/25,69633,1,2,1,0,10,10,2,51.81818181818182,22
24/25,72476,0,0,3,0,17,13,8,90.0,38
24/25,73547,1,0,8,0,19,2,6,53.074074074074076,27
24/25,73564,0,0,0,0,8,5,4,90.0,17
24/25,74230,4,7,5,0,14,12,4,58.36666666666667,30
24/25,74810,2,0,1,1,11,4,1,79.75,16
24/25,74960,0,0,1,0,9,10,4,86.26086956521739,23
24/25,75458,0,0,0,0,3,1,1,81.0,5
24/25,77757,0,0,3,0,24,6,8,89.63157894736842,38
24/25,80444,0,0,0,0,1,1,0,12.0,2
24/25,82105,0,0,2,0,1,7,2,78.2,10
24/25,82873,4,10,6,0,13,11,12,86.5,36
24/25,85177,0,0,0,0,6,8,5,70.42105263157895,19
24/25,85864,0,0,0,0,1,0,0,90.0,1
24/25,85941,0,0,0,0,0,7,2,70.22222222222223,9
24/25,88755,4,10,2,0,0,15,3,68.22222222222223,18
24/25,89231,1,3,2,0,17,2,7,45.84615384615385,26
24/25,91340,0,0,0,0,1,0,0,14.0,1
24/25,91845,17,10,1,0,12,19,4,84.22857142857143,35
24/25,92469,1,0,1,0,4,8,1,9.23076923076923,13
24/25,92571,0,0,1,0,6,3,2,39.27272727272727,11
24/25,92572,0,1,4,0,11,8,7,76.23076923076923,26
24/25,95424,0,4,2,0,3,23,6,86.5,32
24/25,95810,1,10,5,0,11,12,5,80.0,28
24/25,102017,0,2,1,0,2,18,4,38.333333333333336,24
24/25,104124,6,2,6,0,11,9,6,65.8076923076923,26
24/25,105470,0,0,1,0,4,16,8,90.0,28
24/25,108354,4,7,9,0,14,12,9,72.88571428571429,35
24/25,108725,14,1,0,0,16,7,8,58.29032258064516,31
24/25,110864,0,0,1,0,9,5,6,89.85,20
24/25,111195,1,1,4,0,10,9,8,58.592592592592595,27
24/25,111819,0,0,5,0,13,10,9,90.0,32
24/25,111873,0,0,4,0,7,19,8,88.67647058823529,34
24/25,112988,0,0,0,0,0,3,0,19.666666666666668,3
24/25,118534,1,0,2,0,7,2,0,48.666666666666664,9
24/25,120629,0,0,1,0,11,11,9,87.09677419354838,31
24/25,121324,0,0,2,0,5,0,1,80.66666666666667,6
24/25,121477,1,1,7,0,10,10,5,88.44,25
24/25,123275,1,4,3,0,16,11,7,43.470588235294116,34
24/25,123682,9,1,3,0,7,10,3,49.25,20
24/25,124419,0,0,0,0,4,1,0,90.0,5
24/25,125685,2,1,1,0,11,2,4,18.294117647058822,17
24/25,125714,0,1,3,0,18,10,9,88.78378378378379,37
24/25,126664,1,3,7,0,9,17,7,73.12121212121212,33
24/25,126665,4,0,8,0,9,9,7,75.72,25
24/25,127032,0,2,2,0,6,3,3,69.5,12
24/25,127187,7,2,7,0,12,13,7,82.5625,32
24/25,127202,0,0,1,0,8,4,4,90.0,16
24/25,128909,1,1,10,0,24,3,7,84.88235294117646,34
24/25,129078,0,0,1,0,9,2,1,11.0,12
24/25,130164,0,0,5,0,16,13,9,90.0,38
24/25,131978,5,4,6,0,20,5,7,81.9375,32
24/25,131996,0,0,0,0,0,2,0,5.0,2
24/25,134270,2,2,4,0,11,16,6,82.78787878787878,33
24/25,134294,1,0,1,0,11,5,4,19.5,20
24/25,134425,8,4,7,0,11,13,7,63.96774193548387,31
24/25,135343,4,1,5,0,14,17,5,84.88888888888889,36
24/25,136401,0,0,0,0,4,1,0,76.4,5
24/25,139208,2,2,3,1,4,22,10,88.27777777777777,36
24/25,142310,2,1,3,0,10,5,5,72.15,20
24/25,144028,12,1,2,0,5,25,4,48.411764705882355,34
24/25,145466,1,0,4,0,8,6,4,83.61111111111111,18
24/25,146310,1,0,10,0,3,19,7,59.310344827586206,29
24/25,146690,0,1,4,0,8,1,4,74.61538461538461,13
24/25,148153,3,1,7,1,12,11,10,87.03030303030303,33
24/25,148367,2,1,8,0,17,8,6,81.09677419354838,31
24/25,148368,0,1,1,0,12,2,6,30.0,20
24/25,148455,18,10,2,0,3,19,10,79.25,32
24/25,156501,0,0,3,0,3,1,3,53.285714285714285,7
24/25,157506,2,2,1,0,12,11,6,46.689655172413794,29
24/25,157509,3,0,3,0,13,13,7,86.03030303030303,33
24/25,157672,0,7,7,0,14,14,8,87.19444444444444,36
24/25,160438,0,0,0,0,0,3,0,8.333333333333334,3
24/25,164770,1,0,2,0,6,13,3,62.31818181818182,22
24/25,167799,0,0,4,0,11,20,5,35.916666666666664,36
24/25,168157,1,0,0,0,2,6,0,14.875,8
24/25,169801,1,1,2,0,15,3,6,17.0,24
24/25,170321,0,0,0,0,0,4,1,3.6,5
24/25,170527,2,3,1,0,4,6,3,62.69230769230769,13
24/25,170934,4,1,12,0,17,11,7,85.0,35
24/25,171679,1,0,2,0,12,12,6,38.03333333333333,30
24/25,173504,1,1,11,0,16,13,9,90.0,38
24/25,175446,0,0,0,0,0,1,0,4.0,1
24/25,175722,0,0,0,0,2,2,0,49.75,4
24/25,176553,0,0,0,0,0,1,0,11.0,1
24/25,177476,2,2,0,0,2,21,6,70.48275862068965,29
24/25,177907,2,3,3,0,7,11,4,75.0,22
24/25,181579,7,7,4,0,14,14,9,81.1891891891892,37
24/25,181778,1,2,10,0,13,14,9,87.30555555555556,36
24/25,182877,1,0,0,0,7,6,0,34.15384615384615,13
24/25,182904,0,1,3,0,6,5,3,82.5,14
24/25,183288,0,0,6,0,4,7,1,80.25,12
24/25,183293,0,0,0,0,6,4,1,34.63636363636363,11
24/25,183318,1,0,4,0,7,7,2,67.5625,16
24/25,184129,1,1,4,0,16,3,4,56.78260869565217,23
24/25,184528,0,0,2,0,6,9,2,53.529411764705884,17
24/25,184573,1,1,2,0,6,12,1,70.10526315789474,19
24/25,186186,6,2,4,0,14,11,8,43.121212121212125,33
24/25,186590,1,0,2,0,2,12,2,66.5,16
24/25,188077,0,5,6,0,16,12,9,78.91891891891892,37
24/25,191422,0,1,1,1,0,5,4,50.44444444444444,9
24/25,192080,0,0,1,0,4,9,2,89.73333333333333,15
24/25,192765,1,0,2,0,6,10,1,63.88235294117647,17
24/25,193098,2,0,2,0,6,10,5,49.04761904761905,21
24/25,193116,6,4,9,1,9,19,7,86.0,35
24/25,195633,1,1,8,0,17,5,6,83.28571428571429,28
24/25,196722,0,0,0,0,1,0,0,3.0,1
24/25,198516,1,3,3,0,12,5,6,63.26086956521739,23
24/25,199527,3,7,1,0,4,12,5,56.80952380952381,21
24/25,203394,3,7,7,0,17,12,8,71.32432432432432,37
24/25,203460,3,1,7,0,1,15,4,50.05,20
24/25,203853,1,2,2,0,4,19,4,63.888888888888886,27
24/25,204103,2,3,2,0,9,5,3,21.41176470588235,17
24/25,204294,1,0,5,0,13,4,2,38.421052631578945,19
24/25,206040,7,0,3,1,10,8,6,58.416666666666664,24
24/25,206746,1,0,2,0,7,4,3,62.0,14
24/25,207014,0,1,6,0,13,10,7,63.333333333333336,30
24/25,207742,1,1,4,0,9,2,3,83.71428571428571,14
24/25,209212,3,1,1,0,3,3,1,79.85714285714286,7
24/25,212847,0,0,2,0,6,4,5,76.2,15
24/25,214666,0,0,5,0,9,2,3,58.5,14
24/25,215118,0,1,1,0,3,1,1,30.0,5
24/25,217115,6,3,8,0,19,8,4,45.935483870967744,31
24/25,218087,0,2,3,0,18,2,4,56.791666666666664,24
24/25,221025,1,0,4,0,7,3,2,42.0,12
24/25,222209,0,0,0,0,1,1,0,67.5,2
24/25,226073,0,0,1,0,6,0,3,85.77777777777777,9
24/25,226973,0,2,6,0,10,12,5,49.111111111111114,27
24/25,228948,0,0,2,0,1,2,1,4.75,4
24/25,230784,0,0,3,0,0,12,2,56.357142857142854,14
24/25,231572,0,1,11,1,17,12,7,85.91666666666667,36
24/25,234509,0,0,5,0,14,18,6,90.0,38
24/25,234781,1,0,0,0,4,0,3,15.714285714285714,7
24/25,234803,3,2,2,0,4,14,5,73.56521739130434,23
24/25,236490,1,1,3,0,12,6,4,77.31818181818181,22
24/25,238223,0,0,5,0,3,24,6,84.48484848484848,33
24/25,240306,10,8,9,0,12,18,5,89.14285714285714,35
24/25,241481,0,0,0,0,0,6,3,25.555555555555557,9
24/25,241641,6,9,8,0,2,24,7,78.24242424242425,33
24/25,242606,2,3,9,0,15,3,7,82.4,25
24/25,242631,5,2,2,0,16,11,5,73.3125,32
24/25,244338,0,0,1,0,18,5,4,40.48148148148148,27
24/25,245056,1,0,3,0,12,7,5,46.666666666666664,24
24/25,246963,11,4,4,0,24,6,8,75.47368421052632,38
24/25,249089,0,3,5,1,14,11,8,84.60606060606061,33
24/25,249565,2,6,3,0,7,18,7,50.65625,32
24/25,249994,0,0,1,0,16,12,7,86.8,35
24/25,250478,0,0,1,0,2,0,1,26.0,3
24/25,251106,2,2,1,0,7,6,3,19.9375,16
24/25,251664,4,2,5,0,9,3,5,85.23529411764706,17
24/25,253677,0,0,0,0,1,0,0,31.0,1
24/25,255906,0,0,0,0,2,2,1,83.4,5
24/25,256178,0,1,5,0,3,21,8,55.5,32
24/25,257455,4,1,13,0,16,9,8,82.0909090909091,33
24/25,258004,0,0,0,0,3,21,6,85.23333333333333,30
24/25,258878,2,0,2,0,8,8,4,80.85,20
24/25,258885,0,1,1,0,7,2,1,50.0,10
24/25,258889,19,3,3,0,16,13,9,87.71052631578948,38
24/25,258919,0,0,2,0,6,8,4,90.0,18
24/25,258923,7,3,2,0,12,16,5,69.03030303030303,33
24/25,260827,2,3,7,0,15,13,10,89.92105263157895,38
24/25,262226,1,3,3,0,15,12,7,77.47058823529412,34
24/25,262749,0,0,2,0,5,23,4,90.0,32
24/25,262980,1,1,8,0,14,8,6,85.85714285714286,28
24/25,264220,0,4,5,0,13,3,6,75.63636363636364,22
24/25,270171,1,3,8,0,19,10,9,80.86842105263158,38
24/25,272622,0,0,4,0,7,6,5,79.16666666666667,18
24/25,272999,3,1,2,0,13,15,5,59.0,33
24/25,275590,1,0,0,0,5,2,1,12.5,8
24/25,277033,1,1,1,0,7,3,3,21.0,13
24/25,278166,0,0,0,0,13,5,3,82.04761904761905,21
24/25,279455,4,6,6,0,17,13,5,46.114285714285714,35
24/25,282429,0,4,7,1,13,8,4,61.44,25
24/25,283628,7,2,7,0,14,13,10,77.67567567567568,37
24/25,284730,2,0,4,0,2,22,6,83.8,30
24/25,284857,0,2,10,0,5,11,5,85.0,21
24/25,286047,0,0,2,0,12,20,6,90.0,38
24/25,287579,0,0,6,0,7,11,3,44.38095238095238,21
24/25,288255,0,0,0,0,1,0,0,2.0,1
24/25,289592,1,0,6,0,11,4,5,78.5,20
24/25,290532,0,1,1,0,4,6,3,47.30769230769231,13
24/25,291200,1,0,5,0,13,6,2,69.38095238095238,21
24/25,292246,12,3,6,0,13,11,5,73.24137931034483,29
24/25,293281,6,0,1,0,20,5,7,38.96875,32
24/25,293569,4,2,4,1,21,5,7,68.24242424242425,33
24/25,294057,4,9,5,0,8,16,4,76.92857142857143,28
24/25,295313,6,3,2,0,11,6,3,52.3,20
24/25,296422,0,0,1,0,2,4,0,10.833333333333334,6
24/25,298477,6,3,7,0,15,0,6,61.19047619047619,21
24/25,303657,0,0,0,0,1,1,0,90.0,2
24/25,305274,0,0,1,0,6,1,1,50.875,8
24/25,306024,7,2,2,0,13,11,8,68.3125,32
24/25,309400,13,7,11,0,4,28,5,71.35135135135135,37
24/25,314210,0,0,2,0,7,1,1,23.77777777777778,9
24/25,314353,3,4,6,0,4,16,8,77.25,28
24/25,314875,16,6,2,0,11,13,10,88.88235294117646,34
24/25,315969,7,1,2,0,10,18,4,59.125,32
24/25,316125,0,1,5,0,5,4,4,58.23076923076923,13
24/25,316264,8,10,2,0,4,26,5,88.68571428571428,35
24/25,319859,3,3,5,0,15,9,8,69.40625,32
24/25,319900,10,0,1,0,16,5,6,52.44444444444444,27
24/25,320411,2,2,3,1,13,10,6,48.03448275862069,29
24/25,322702,0,0,0,0,7,0,1,13.75,8
24/25,322985,4,6,9,0,26,3,7,81.22222222222223,36
24/25,324358,19,13,4,0,9,20,8,87.1891891891892,37
24/25,324882,0,0,5,0,9,1,3,87.15384615384616,13
24/25,328658,2,1,5,0,12,8,8,65.46428571428571,28
24/25,329145,0,0,4,0,9,12,6,67.07407407407408,27
24/25,330659,7,1,5,0,13,10,9,60.46875,32
24/25,331560,2,1,2,0,3,17,2,51.95454545454545,22
24/25,332705,0,0,0,0,1,2,0,39.333333333333336,3
24/25,333014,1,2,10,0,24,5,8,81.24324324324324,37
24/25,333241,2,1,6,0,9,9,2,64.1,20
24/25,335721,4,4,8,0,5,27,5,80.94594594594595,37
24/25,338070,0,3,0,0,1,8,4,52.07692307692308,13
24/25,338635,0,0,2,0,8,2,2,48.75,12
24/25,339556,0,1,1,0,1,1,3,80.4,5
24/25,340321,0,0,0,0,1,2,0,7.666666666666667,3
24/25,340324,5,2,3,0,5,18,4,39.7037037037037,27
24/25,340325,0,0,1,0,3,11,1,17.133333333333333,15
24/25,340329,1,0,0,0,3,4,2,46.55555555555556,9
24/25,340918,0,0,0,0,0,8,2,90.0,10
24/25,340950,10,3,3,0,3,15,3,54.80952380952381,21
24/25,341429,0,0,1,0,0,0,1,76.0,1
24/25,343475,0,0,2,0,5,3,7,74.86666666666666,15
24/25,344152,7,0,4,0,13,10,7,51.833333333333336,30
24/25,344381,3,0,0,0,3,7,1,39.90909090909091,11
24/25,344830,4,0,4,0,24,3,6,60.21212121212121,33
24/25,346314,1,0,1,0,1,8,4,73.07692307692308,13
24/25,346483,1,0,2,0,5,5,4,36.714285714285715,14
24/25,346707,6,2,7,0,13,16,6,78.48571428571428,35
24/25,348623,0,0,3,1,7,1,2,71.4,10
24/25,348795,2,2,2,0,11,9,2,22.454545454545453,22
24/25,349066,21,2,1,0,13,14,3,75.53333333333333,30
24/25,349599,2,3,4,0,7,8,4,65.52631578947368,19
24/25,349701,0,6,6,0,17,12,8,88.37837837837837,37
24/25,351749,0,0,3,0,6,4,2,33.0,12
24/25,354362,1,1,7,0,10,10,3,43.78260869565217,23
24/25,355861,1,0,0,0,10,1,3,42.07142857142857,14
24/25,355915,5,0,7,1,9,19,5,84.60606060606061,33
24/25,357119,0,0,5,0,4,13,5,71.5,22
24/25,357147,2,3,6,0,13,17,6,88.16666666666667,36
24/25,357565,8,9,8,1,0,27,7,86.41176470588235,34
24/25,357658,0,0,0,0,2,2,0,90.0,4
24/25,357662,7,9,5,0,5,28,5,85.02631578947368,38
24/25,357885,0,0,0,0,4,7,4,27.933333333333334,15
24/25,361093,2,2,2,0,8,7,2,81.05882352941177,17
24/25,361914,1,0,3,0,10,7,4,88.52380952380952,21
24/25,363205,4,5,6,0,4,18,5,54.925925925925924,27
24/25,364409,2,0,3,0,12,4,5,88.0,21
24/25,366930,0,1,0,0,0,6,0,8.0,6
24/25,369567,2,0,0,0,5,3,3,14.454545454545455,11
24/25,371021,0,0,0,0,4,2,4,90.0,10
24/25,375885,0,0,6,0,8,3,6,61.05882352941177,17
24/25,377468,2,0,11,0,24,2,5,85.48387096774194,31
24/25,378710,11,4,3,0,7,15,6,53.285714285714285,28
24/25,380350,0,0,4,0,8,6,10,68.16666666666667,24
24/25,381963,0,0,0,0,10,2,4,25.8125,16
